turn,individual_sum,community_sum,total_sum,cooperation_avg,lambda_avg
22,0.7323203552121693,0.048323645403016126,0.7806440006151854,0.04961403138328124,0.0897
23,0.6980103552121686,0.05071252879038828,0.7487228840025568,0.052079735990409826,0.09165000000000001
24,0.6824203552121687,0.05124277740175288,0.7336631326139216,0.05453026845316966,0.09361666666666667
25,0.726809215149642,0.056457724081646884,0.7832669392312889,0.05702519062450815,0.09563333333333333
26,0.9963890754679972,0.057711991080638486,1.0541010665486357,0.0595131275107943,0.0976
27,0.7410573931597055,0.05992256654439919,0.8009799597041047,0.06200583732831416,0.09960000000000001
28,0.7138653650590966,0.0615225767009169,0.7753879417600134,0.06449556207430969,0.10160000000000001
29,0.4974269170865558,0.07138179809953665,0.5688087151860924,0.06707957421890896,0.10366666666666667
30,0.5357090172286945,0.06462764218401984,0.6003366594127144,0.06956094667457081,0.10566666666666667
31,0.5654389203314167,0.0654202836681178,0.6308592039995345,0.07202977737941593,0.10761666666666665
32,0.5479843974249807,0.06985737183538926,0.61784176926037,0.07452730810984119,0.10961666666666665
33,0.7394612385883927,0.06918657270171907,0.8086478112901119,0.07699560588883238,0.11158333333333333
34,0.6806549719587559,0.07153059714247573,0.7521855691012316,0.07946849501151144,0.11358333333333333
35,0.5897194837414148,0.07746527975780947,0.6671847634992242,0.08198423658100716,0.1156
36,0.5938648825856405,0.06263966204204037,0.6565045446276809,0.08432080182228772,0.11745
37,0.5876297693801111,0.07705519151300061,0.6646849608931118,0.0867903762547218,0.11943333333333334
38,0.5447997693801118,0.0796684329629022,0.624468202343014,0.08926625946037803,0.12143333333333334
39,0.5560997693801117,0.08195535750652383,0.6380551268866355,0.09174471381039268,0.1234
40,0.5393197693801121,0.08468072902977096,0.6240004984098829,0.09422987581150899,0.12536666666666665
41,0.7917197693801119,0.07948136211532336,0.8712011314954353,0.0966426269863515,0.12733333333333333
42,0.6601497693801088,0.09963806902312397,0.7597878384032328,0.09923399580096237,0.12938333333333332
43,0.649959769380112,0.1002848252414418,0.7502445946215539,0.10180877616455293,0.13145
44,0.6460197693801079,0.09636814315188161,0.7423879125319894,0.10432367410807897,0.13348333333333334
45,0.7092072713490809,0.09955099263093271,0.8087582639800136,0.10684757114612396,0.13548333333333332
46,0.8081504817184912,0.10698673031942868,0.9151372120379199,0.10941977815478136,0.13751666666666665
47,0.5800797693801116,0.10689973095393022,0.6869795003340419,0.11196912297796145,0.1396
48,0.5088897693801108,0.10897580897618876,0.6178655783562995,0.11451596562477268,0.1416
49,0.5899835066786046,0.12067842574201286,0.7106619324206174,0.11714707207198655,0.1437166666666667
50,0.5179900715335759,0.1134655992761477,0.6314556708097236,0.1196908725526874,0.1457166666666667
51,0.6859649564170429,0.11603228061544163,0.8019972370324846,0.12223611959744513,0.14780000000000001
52,0.494737446245485,0.13120956873644818,0.6259470149819332,0.12489282560293556,0.14991666666666667
53,0.49811410465691625,0.12316431744239006,0.6212784220993063,0.1274568261570412,0.15196666666666667
54,0.6466873127895961,0.12540947728266882,0.772096790072265,0.13001877058771957,0.15401666666666666
55,0.778217138635076,0.12583864124636845,0.9040557798814443,0.1325631774759626,0.15603333333333333
56,0.5510872492552343,0.13169261996449333,0.6827798692197277,0.13513581515948847,0.15811666666666666
57,0.7461860612271045,0.14430506290186643,0.8904911241289708,0.1377917423946555,0.16021666666666665
58,0.6286160612271041,0.1866994111300635,0.8153154723571678,0.1407729890097986,0.16261666666666666
59,0.4960860612271048,0.149655452047584,0.6457415132746889,0.143424606594524,0.16473333333333331
60,0.5804960612271046,0.15074036853380385,0.7312364297609084,0.1460625437531484,0.16683333333333336
61,0.5865739220557831,0.15231393787551611,0.7388878599312992,0.14869094642790873,0.16893333333333335
62,0.5699926017668785,0.15365422678986393,0.7236468285567424,0.15130809017126742,0.17101666666666668
63,0.5390346384458946,0.15357077988834222,0.6926054183342369,0.15390303008132236,0.17311666666666667
64,0.5614477674710812,0.16241878380190525,0.7238665512729863,0.15654537340932684,0.17521666666666666
65,0.7072789125511589,0.1608121438802188,0.8680910564313777,0.1591535385057731,0.17731666666666668
66,0.7760696786769563,0.16319392406978067,0.9392636027467369,0.1617586385349905,0.17941666666666667
67,0.4455434386041454,0.16507681821582088,0.6106202568199663,0.16435687830018336,0.18151666666666666
68,0.7930088322207011,0.16765501698118004,0.9606638492018811,0.16695350957058905,0.18356666666666666
69,0.5151603110614695,0.17386182531542282,0.6890221363768924,0.1695753931723907,0.18565
70,0.47601031106146907,0.17104679628147704,0.647057107342946,0.17215542231749445,0.18771666666666667
71,0.4555503110614701,0.17278587055930178,0.628336181620772,0.17472773339556488,0.1898
72,0.48675031106146943,0.18058589609491216,0.6673362071563815,0.17733628785455782,0.19186666666666666
73,0.7533024576465444,0.17938230357419066,0.932684761220735,0.179915452005131,0.19391666666666665
74,0.73413708880063,0.18148432007792517,0.9156214088785553,0.18248937905563967,0.19600000000000004
75,0.6114896691913794,0.18231344170181732,0.7938031108931968,0.18504908693925945,0.19801666666666665
